name,tot,male,female,is_male,is_female
pasqualefilippo,34,34,0,True,False
gioacchina,34,0,34,False,True
pierogiacomo,34,34,0,True,False
pardino,34,34,0,True,False
annacinzia,34,0,34,False,True
faustosalvatore,34,34,0,True,False
gerold,34,34,0,True,False
carmeloantonino,34,34,0,True,False
brizio,34,34,0,True,False
valterdomenico,34,34,0,True,False
ermenegildogiovanni,34,34,0,True,False
mariabernardina,34,0,34,False,True
vero,34,34,0,True,False
ponziano,34,34,0,True,False
giovannienzo,34,34,0,True,False
vitoonofrio,34,34,0,True,False
rodolfogiuliano,34,34,0,True,False
remiro,34,34,0,True,False
mariaignazia,34,0,34,False,True
dantefabiano,34,34,0,True,False
renatoferdinando,34,34,0,True,False
gaetanoivan,34,34,0,True,False
nisio,34,34,0,True,False
vincenzoamedeo,34,34,0,True,False
emilioandrea,34,34,0,True,False
romanopaolo,34,34,0,True,False
piogiovanni,34,34,0,True,False
nicandroantonio,34,34,0,True,False
eloisa,34,0,34,False,True
valterantonio,34,34,0,True,False
marella,34,0,34,False,True
odelio,34,34,0,True,False
araldo,34,34,0,True,False
vittoriomario,34,34,0,True,False
antoniograziano,34,34,0,True,False
cristoforoluciano,34,34,0,True,False
villi,34,34,0,True,False
salima,33,0,33,False,True
fiorenzogiuseppe,33,33,0,True,False
getulio,33,33,0,True,False
rosarioclaudio,33,33,0,True,False
luigifilippo,33,33,0,True,False
donatellamaria,33,0,33,False,True
santosaverio,33,33,0,True,False
francovincenzo,33,33,0,True,False
giacomodario,33,33,0,True,False
natala,33,0,33,False,True
giacomomichele,33,33,0,True,False
pierleandro,33,33,0,True,False
calisto,33,33,0,True,False
alvisio,33,33,0,True,False
marioaugusto,33,33,0,True,False
domenicoaldo,33,33,0,True,False
pieremidio,33,33,0,True,False
franconicola,33,33,0,True,False
liviogiuseppe,33,33,0,True,False
dainella,33,0,33,False,True
demos,33,33,0,True,False
robertosecondo,33,33,0,True,False
andreagiosue',33,33,0,True,False
malio,33,33,0,True,False
malvino,33,33,0,True,False
gasparevalter,33,33,0,True,False
pioercole,33,33,0,True,False
rosello,33,33,0,True,False
francescofiore,33,33,0,True,False
marcellomario,33,33,0,True,False
pietroermenegildo,33,33,0,True,False
ondina,33,0,33,False,True
marcelloroberto,33,33,0,True,False
pietrobruno,33,33,0,True,False
marcoaurelio,33,33,0,True,False
pietroalfredo,33,33,0,True,False
rolandwalter,33,33,0,True,False
francantonio,33,33,0,True,False
davidepaolo,33,33,0,True,False
pasquina,33,0,33,False,True
anelio,33,33,0,True,False
carminevito,33,33,0,True,False
roswitha,33,0,33,False,True
claudioagostino,33,33,0,True,False
claudioluciano,33,33,0,True,False
carloumberto,33,33,0,True,False
ramiro,33,33,0,True,False
angelogiuliano,33,33,0,True,False
letteria,33,0,33,False,True
emerenziano,33,33,0,True,False
mariasimona,33,0,33,False,True
mariassunta,33,2,31,False,True
tomasocarlo,33,33,0,True,False
olidio,33,33,0,True,False
olivano,33,33,0,True,False
oronzomaurizio,33,33,0,True,False
wilson,33,33,0,True,False
arnaldogiuseppe,33,33,0,True,False
osvaldonicola,33,33,0,True,False
guidomario,33,33,0,True,False
ottavioaugusto,33,33,0,True,False
efisiomaria,33,33,0,True,False
eziogiuseppe,33,33,0,True,False
giannico,33,33,0,True,False
antoniotito,33,33,0,True,False
antoniotiberio,33,33,0,True,False
vittoriofrancesco,33,33,0,True,False
vincenzopietro,33,33,0,True,False
giovanniernesto,33,33,0,True,False
michelecamillomari,33,33,0,True,False
moritz,33,33,0,True,False
vannuccio,33,33,0,True,False
giovandomenico,33,33,0,True,False
adorino,33,33,0,True,False
enzomaria,33,33,0,True,False
massimovincenzo,33,33,0,True,False
nicolaalessandro,33,33,0,True,False
emiliovittorio,33,33,0,True,False
vitolucio,33,33,0,True,False
idalio,33,33,0,True,False
vitorosario,33,33,0,True,False
vittoriodomenico,33,33,0,True,False
edoardoluigi,33,33,0,True,False
aldofranco,33,33,0,True,False
mariogabriele,33,33,0,True,False
giusepperomano,33,33,0,True,False
benedettomario,33,33,0,True,False
benedettoantonio,33,33,0,True,False
domenicodamiano,33,33,0,True,False
serafin,33,33,0,True,False
angelomarcello,33,33,0,True,False
giulianoantonio,33,33,0,True,False
sestogiovanni,33,33,0,True,False
pierambrogio,33,33,0,True,False
iride,33,0,33,False,True
mariopiero,33,33,0,True,False
ausonio,33,33,0,True,False
domenicoangelo,33,33,0,True,False
mariorino,33,33,0,True,False
luigiaugusto,32,32,0,True,False
corradoluigi,32,32,0,True,False
renzoraffaele,32,32,0,True,False
francesconatale,32,32,0,True,False
savinomodesto,32,32,0,True,False
ali,32,32,0,True,False
crescenza,32,0,32,False,True
selena,32,0,32,False,True
luigicesare,32,32,0,True,False
ilvio,32,32,0,True,False
dea,32,0,32,False,True
dalio,32,32,0,True,False
custode,32,32,0,True,False
ilarioantonio,32,32,0,True,False
antoniella,32,0,32,False,True
livioantonio,32,32,0,True,False
riccardoattilio,32,32,0,True,False
enrichetto,32,32,0,True,False
vittoriamaria,32,0,32,False,True
enricoalessandro,32,32,0,True,False
doadi,32,32,0,True,False
guidogiuseppe,32,32,0,True,False
agenore,32,32,0,True,False
florideo,32,32,0,True,False
donatuccio,32,32,0,True,False
stefanoandrea,32,32,0,True,False
rosemarie,32,0,32,False,True
fabrizioalessandro,32,32,0,True,False
albertoegidio,32,32,0,True,False
faustoangelo,32,32,0,True,False
terzilio,32,32,0,True,False
fernandomario,32,32,0,True,False
elioclaudio,32,32,0,True,False
giusppe,32,32,0,True,False
domenicosanti,32,32,0,True,False
albertotullio,32,32,0,True,False
titolivio,32,32,0,True,False
emanuelepietro,32,32,0,True,False
bortolina,32,1,31,False,True
albinopaolo,32,32,0,True,False
domenicopasquale,32,32,0,True,False
domenicogerardo,32,32,0,True,False
alfonsorosario,32,32,0,True,False
silveria,32,0,32,False,True
volfango,32,32,0,True,False
sandrogino,32,32,0,True,False
selso,32,32,0,True,False
rose,32,0,32,False,True
ilmo,32,32,0,True,False
marcougo,32,32,0,True,False
novaro,32,32,0,True,False
marcorino,32,32,0,True,False
massimopaolo,32,32,0,True,False
jane,32,0,32,False,True
odone,32,32,0,True,False
carloenea,32,32,0,True,False
gerardogiovanni,32,32,0,True,False
mariogerardo,32,32,0,True,False
pietrosergio,32,32,0,True,False
marcoegidio,32,32,0,True,False
mariaromana,32,0,32,False,True
odetta,32,0,32,False,True
gioni,32,32,0,True,False
gianpietromatteo,32,32,0,True,False
pietropasquale,32,32,0,True,False
marcovinicio,32,32,0,True,False
nelli,32,0,32,False,True
ofelio,32,32,0,True,False
gianfederico,32,32,0,True,False
marcovittorio,32,32,0,True,False
antoninoluciano,32,32,0,True,False
olivier,32,32,0,True,False
giorgetta,32,0,32,False,True
camillodonato,32,32,0,True,False
giacomoangelo,32,32,0,True,False
oscarino,32,32,0,True,False
giancarlopasquale,32,32,0,True,False
giampieromaria,32,32,0,True,False
lorenzaelena,32,0,32,False,True
pierbartolo,32,32,0,True,False
angelolorenzo,32,32,0,True,False
armandomarcellino,32,32,0,True,False
carmelogiovanni,32,32,0,True,False
andrealuca,32,32,0,True,False
mathilde,32,0,32,False,True
nicasio,32,32,0,True,False
amanto,32,32,0,True,False
renatogiovanni,32,32,0,True,False
mimino,32,32,0,True,False
clodomiro,32,32,0,True,False
morando,32,32,0,True,False
amedeobasilio,32,32,0,True,False
giovannileonardo,32,32,0,True,False
antoniocalogero,32,32,0,True,False
katya,32,0,32,False,True
natalio,32,32,0,True,False
paolobattista,32,32,0,True,False
antoniomaurizio,32,32,0,True,False
pardo,32,32,0,True,False
biondo,32,32,0,True,False
raffaelemichele,32,32,0,True,False
mauramaria,32,0,32,False,True
augustobiagio,32,32,0,True,False
pasqualeluigi,32,32,0,True,False
gabrieleemanuele,32,32,0,True,False
fabia,32,0,32,False,True
mariogiorgio,32,32,0,True,False
ottavianoaugusto,31,31,0,True,False
elvisio,31,31,0,True,False
egidiogiovanni,31,31,0,True,False
eleutherios,31,31,0,True,False
silviomario,31,31,0,True,False
palerio,31,31,0,True,False
gianlucagiuseppe,31,31,0,True,False
guidomartino,31,31,0,True,False
elioangelo,31,31,0,True,False
avernino,31,31,0,True,False
mariosantino,31,31,0,True,False
simoneluigi,31,31,0,True,False
giannimauro,31,31,0,True,False
lidiana,31,0,31,False,True
leonella,31,0,31,False,True
kassian,31,31,0,True,False
linacaterina,31,0,31,False,True
renzino,31,31,0,True,False
emanuelegiuseppe,31,31,0,True,False
maurocataldo,31,31,0,True,False
enzino,31,31,0,True,False
enricofranco,31,31,0,True,False
mariamichelina,31,0,31,False,True
nannino,31,31,0,True,False
narcisio,31,31,0,True,False
antoniogianfranco,31,31,0,True,False
marianovella,31,0,31,False,True
enzoluigino,31,31,0,True,False
antoniobiagio,31,31,0,True,False
mariacatia,31,0,31,False,True
irvano,31,31,0,True,False
valeriofranco,31,31,0,True,False
niccolo,31,31,0,True,False
enzotonino,31,31,0,True,False
udalrico,31,31,0,True,False
luciaantonietta,31,0,31,False,True
nicolacarlo,31,31,0,True,False
giordanoluigi,31,31,0,True,False
ernino,31,31,0,True,False
ivanantonio,31,31,0,True,False
mariaraimonda,31,0,31,False,True
giovannimattia,31,31,0,True,False
nordio,31,31,0,True,False
ettoreserafino,31,31,0,True,False
lauracarla,31,0,31,False,True
mariastefana,31,0,31,False,True
ariano,31,31,0,True,False
tizianoonorio,31,31,0,True,False
eugeniocarlo,31,31,0,True,False
waltermaria,31,31,0,True,False
anacleta,31,0,31,False,True
mariogianni,31,31,0,True,False
silvanogiovanni,31,31,0,True,False
dominik,31,31,0,True,False
luigisilvio,31,31,0,True,False
danielesecondo,31,31,0,True,False
evamaria,31,0,31,False,True
faustamaria,31,0,31,False,True
gaetanomichele,31,31,0,True,False
carminegiovanni,31,31,0,True,False
francescofilippo,31,31,0,True,False
francescateresa,31,0,31,False,True
marcellogiuseppe,31,31,0,True,False
franziska,31,0,31,False,True
rubes,31,31,0,True,False
geppino,31,31,0,True,False
florigi,31,31,0,True,False
pietrinogiuseppe,31,31,0,True,False
carloeugenio,31,31,0,True,False
danielegiovanni,31,31,0,True,False
cristinaannamaria,31,0,31,False,True
roccoalberto,31,31,0,True,False
cirodonato,31,31,0,True,False
eletta,31,0,31,False,True
dorothea,31,0,31,False,True
francofelice,31,31,0,True,False
robertoenrico,31,31,0,True,False
francoroberto,31,31,0,True,False
americodomenico,31,31,0,True,False
erina,31,0,31,False,True
raffaelepasquale,31,31,0,True,False
christianfrancesco,31,31,0,True,False
danielle,31,0,31,False,True
mariakatia,31,0,31,False,True
luigicarmelo,31,31,0,True,False
robledo,31,31,0,True,False
francescovittorio,31,31,0,True,False
piersante,31,31,0,True,False
pierodante,31,31,0,True,False
angeloarturo,31,31,0,True,False
annafranca,31,0,31,False,True
pasqualeorazio,31,31,0,True,False
giuseppeteresio,31,31,0,True,False
silvestramaria,31,0,31,False,True
giuseppefederico,31,31,0,True,False
angelorocco,31,31,0,True,False
pasqualefranco,31,31,0,True,False
angeloserafino,31,31,0,True,False
giuseppesergio,31,31,0,True,False
leopoldino,31,31,0,True,False
katja,31,0,31,False,True
grato,31,31,0,True,False
paoloonofrio,31,31,0,True,False
stefaniamaria,31,0,31,False,True
leonardovincenzo,31,31,0,True,False
annetta,31,0,31,False,True
antonellarita,31,0,31,False,True
fioravanti,31,31,0,True,False
giacomowalter,31,31,0,True,False
biagina,31,0,31,False,True
filippogiacomo,31,31,0,True,False
gioietta,31,0,31,False,True
livioedoardo,31,31,0,True,False
pierinoangelo,31,31,0,True,False
saveriofrancesco,31,31,0,True,False
gudrun,31,0,31,False,True
bennardo,31,31,0,True,False
aldomaria,31,31,0,True,False
mirka,31,0,31,False,True
domenicobruno,31,31,0,True,False
giancarlomichele,31,31,0,True,False
giuseppesantino,31,31,0,True,False
sebastianosalvatore,31,31,0,True,False
giovanniezio,31,31,0,True,False
